uBench  | BENCH: 2590431 63434
uBench  | BENCH: 2469369 32805
uBench  | BENCH: 2469775 2582
uBench  | BENCH: 2466350 -31066
uBench  | BENCH: 2589300 58236
uBench  | BENCH: 2469931 28169
uBench  | BENCH: 2469194 -2635
uBench  | BENCH: 2467300 -35333
uBench  | BENCH: 2588612 53281
uBench  | BENCH: 2470194 23477
uBench  | BENCH: 2467219 -9302
uBench  | BENCH: 2469581 -39719
uBench  | BENCH: 2588575 48858
uBench  | BENCH: 2470381 19241
uBench  | BENCH: 2519463 38706
uBench  | BENCH: 2469325 8033
uBench  | BENCH: 2465406 -26559
uBench  | BENCH: 2589825 63268
uBench  | BENCH: 2469044 32314
uBench  | BENCH: 2470819 3135
uBench  | BENCH: 2464900 -31963
uBench  | BENCH: 2589781 57820
uBench  | BENCH: 2469975 27797
uBench  | BENCH: 2470044 -2157
uBench  | BENCH: 2465656 -36499
uBench  | BENCH: 2590031 53534
uBench  | BENCH: 2470269 23805
uBench  | BENCH: 2467606 -8587
uBench  | BENCH: 2468713 -39872
uBench  | BENCH: 2589268 49398
uBench  | BENCH: 2519963 69363
uBench  | BENCH: 2469125 38490
uBench  | BENCH: 2469994 8486
uBench  | BENCH: 2466612 -24900
uBench  | BENCH: 2589244 64346
uBench  | BENCH: 2469819 34167
uBench  | BENCH: 2469456 3625
uBench  | BENCH: 2466744 -29629
uBench  | BENCH: 2589518 59891
uBench  | BENCH: 2470519 30412
uBench  | BENCH: 2469625 39
uBench  | BENCH: 2465588 -34371
uBench  | BENCH: 2590562 56193
uBench  | BENCH: 2468875 25070
uBench  | BENCH: 2468106 -6822
uBench  | BENCH: 2468250 -38570
uBench  | BENCH: 2530369 -8199
uBench  | BENCH: 2468956 -39241
uBench  | BENCH: 2590475 51236
uBench  | BENCH: 2469257 20495
uBench  | BENCH: 2466925 -12578
uBench  | BENCH: 2469962 -42614
uBench  | BENCH: 2589544 46932
uBench  | BENCH: 2471444 18378
uBench  | BENCH: 2467975 -13645
uBench  | BENCH: 2469431 -44212
uBench  | BENCH: 2589931 45721
uBench  | BENCH: 2469088 14811
uBench  | BENCH: 2468631 -16556
uBench  | BENCH: 2587650 71096
uBench  | BENCH: 2469775 40873
uBench  | BENCH: 2469344 10219
uBench  | BENCH: 2519056 29277
uBench  | BENCH: 2470225 -496
uBench  | BENCH: 2465325 -35169
uBench  | BENCH: 2589869 54702
uBench  | BENCH: 2469793 24497
uBench  | BENCH: 2467550 -7951
uBench  | BENCH: 2468657 -39292
uBench  | BENCH: 2590018 50728
uBench  | BENCH: 2469157 19887
uBench  | BENCH: 2468075 -12036
uBench  | BENCH: 2642993 130959
uBench  | BENCH: 2352350 -16689
uBench  | BENCH: 2588300 71613
uBench  | BENCH: 2469894 41509
uBench  | BENCH: 2468875 10386
uBench  | BENCH: 2467013 -22599
uBench  | BENCH: 2522206 -391
uBench  | BENCH: 2466237 -34152
uBench  | BENCH: 2588932 54782
uBench  | BENCH: 2469968 24752
uBench  | BENCH: 2466932 -8314
uBench  | BENCH: 2469575 -38737
uBench  | BENCH: 2589150 50415
uBench  | BENCH: 2469900 20317
uBench  | BENCH: 2467300 -12381
uBench  | BENCH: 2468143 -44236
uBench  | BENCH: 2590357 46123
uBench  | BENCH: 2469043 15168
uBench  | BENCH: 2467613 -17217
uBench  | BENCH: 2935869 418654
uBench  | BENCH: 2472556 391212
uBench  | BENCH: 2210856 102070
uBench  | BENCH: 2404325 6397
uBench  | BENCH: 2466225 -27376
uBench  | BENCH: 2590488 63114
uBench  | BENCH: 2469668 32784
uBench  | BENCH: 2469913 2699
uBench  | BENCH: 2466112 -31187
uBench  | BENCH: 2589788 58603
uBench  | BENCH: 2470050 28655
uBench  | BENCH: 2468644 -2699
uBench  | BENCH: 2466487 -36210
uBench  | BENCH: 2589913 53705
uBench  | BENCH: 2470131 23838
uBench  | BENCH: 2467425 -8735
uBench  | BENCH: 2469269 -39464
uBench  | BENCH: 2589200 49738
uBench  | BENCH: 2469168 18908
uBench  | BENCH: 2519144 38054
uBench  | BENCH: 2469094 7150
uBench  | BENCH: 2466212 -26636
uBench  | BENCH: 2590713 64079
uBench  | BENCH: 2469875 33956
uBench  | BENCH: 2469600 3558
uBench  | BENCH: 2465987 -30453
uBench  | BENCH: 2592613 62162
uBench  | BENCH: 2466681 28845
uBench  | BENCH: 2469844 -1309
uBench  | BENCH: 2466131 -35176
uBench  | BENCH: 2589881 54707
uBench  | BENCH: 2469500 24209
uBench  | BENCH: 2467500 -8289
uBench  | BENCH: 2468157 -40130
uBench  | BENCH: 2590018 49890
uBench  | BENCH: 2519407 69299
uBench  | BENCH: 2469550 38851
uBench  | BENCH: 2469681 8534
uBench  | BENCH: 2466406 -25058
uBench  | BENCH: 2588706 63650
uBench  | BENCH: 2470544 34196
uBench  | BENCH: 2469225 3423
uBench  | BENCH: 2466544 -30031
uBench  | BENCH: 2589519 59490
uBench  | BENCH: 2470462 29954
uBench  | BENCH: 2468800 -1244
uBench  | BENCH: 2466425 -34817
uBench  | BENCH: 2590769 55954
uBench  | BENCH: 2554856 110812
uBench  | BENCH: 2351163 -38023
uBench  | BENCH: 2560250 22229
uBench  | BENCH: 2517887 40118
uBench  | BENCH: 2469113 9233
uBench  | BENCH: 2466143 -24622
uBench  | BENCH: 2590532 65912
uBench  | BENCH: 2469568 35482
uBench  | BENCH: 2469794 5278
uBench  | BENCH: 2465919 -28801
uBench  | BENCH: 2589925 61126
uBench  | BENCH: 2469350 30478
uBench  | BENCH: 2469681 161
uBench  | BENCH: 2466406 -33431
uBench  | BENCH: 2589032 55603
uBench  | BENCH: 2469837 25442
uBench  | BENCH: 2468631 -5925
uBench  | BENCH: 2468457 -37466
uBench  | BENCH: 2589506 52042
uBench  | BENCH: 2517069 69113
uBench  | BENCH: 2470100 39215
uBench  | BENCH: 2469556 8773
uBench  | BENCH: 2465950 -25275
uBench  | BENCH: 2589650 64377
uBench  | BENCH: 2470519 34898
uBench  | BENCH: 2469925 4825
uBench  | BENCH: 2465431 -29742
uBench  | BENCH: 2590069 60329
uBench  | BENCH: 2469331 29662
uBench  | BENCH: 2469344 -992
uBench  | BENCH: 2466368 -34622
uBench  | BENCH: 2589944 55324
uBench  | BENCH: 2469838 25164
uBench  | BENCH: 2467575 -7259
uBench  | BENCH: 2468193 -39064
uBench  | BENCH: 2517300 -21762
uBench  | BENCH: 2589463 67703
uBench  | BENCH: 2470481 38186
uBench  | BENCH: 2469706 7894
uBench  | BENCH: 2466138 -25966
uBench  | BENCH: 2589119 63155
uBench  | BENCH: 2469537 32694
uBench  | BENCH: 2471131 3827
uBench  | BENCH: 2464594 -31577
uBench  | BENCH: 2590431 58856
uBench  | BENCH: 2469482 28340
uBench  | BENCH: 2470100 -1558
uBench  | BENCH: 2465050 -36506
uBench  | BENCH: 2589668 53164
uBench  | BENCH: 2471363 24529
uBench  | BENCH: 2466787 -8682
uBench  | BENCH: 2519619 10939
uBench  | BENCH: 2467281 -21778
uBench  | BENCH: 2589925 68149
uBench  | BENCH: 2470319 38470
uBench  | BENCH: 2469456 7928
uBench  | BENCH: 2466369 -25701
uBench  | BENCH: 2589756 64057
uBench  | BENCH: 2470063 34122
uBench  | BENCH: 2469444 3568
uBench  | BENCH: 2466468 -29962
uBench  | BENCH: 2590794 60834
uBench  | BENCH: 2470288 31124
uBench  | BENCH: 2470818 1944
uBench  | BENCH: 2466394 -31660
uBench  | BENCH: 2590606 58948
uBench  | BENCH: 2471769 30719
uBench  | BENCH: 2520525 51246
uBench  | BENCH: 2469075 20323
uBench  | BENCH: 2469156 -10519
uBench  | BENCH: 2469369 -41148
uBench  | BENCH: 2590881 49735
uBench  | BENCH: 2470382 20119
uBench  | BENCH: 2468093 -11786
uBench  | BENCH: 2469913 -41871
uBench  | BENCH: 2590719 48850
uBench  | BENCH: 2470381 19233
uBench  | BENCH: 2466544 -14221
uBench  | BENCH: 2469481 -44738
uBench  | BENCH: 2588931 44195
uBench  | BENCH: 2817075 361272
uBench  | BENCH: 2122881 -15845
uBench  | BENCH: 2471057 -44786
uBench  | BENCH: 2517756 -27028
uBench  | BENCH: 2590931 63905
uBench  | BENCH: 2471619 35526
uBench  | BENCH: 2470300 5828
uBench  | BENCH: 2464912 -29258
uBench  | BENCH: 2590763 61507
uBench  | BENCH: 2816819 378328
uBench  | BENCH: 2471993 350323
uBench  | BENCH: 2121438 -28237
uBench  | BENCH: 2559712 31477
uBench  | BENCH: 2469800 1279
uBench  | BENCH: 2466088 -32631
uBench  | BENCH: 2589981 57352
uBench  | BENCH: 2469731 27085
uBench  | BENCH: 2468244 -4669
uBench  | BENCH: 2469306 -35361
uBench  | BENCH: 2522169 -13190
uBench  | BENCH: 2469325 -43863
uBench  | BENCH: 2591006 47145
uBench  | BENCH: 2470600 17747
uBench  | BENCH: 2468238 -14013
uBench  | BENCH: 2469300 -44711
uBench  | BENCH: 2590112 45403
uBench  | BENCH: 2471607 17012
uBench  | BENCH: 2466750 -16236
uBench  | BENCH: 2673062 156828
uBench  | BENCH: 2440444 97274
uBench  | BENCH: 2470587 67863
uBench  | BENCH: 2470169 38034
uBench  | BENCH: 2469638 7674
uBench  | BENCH: 2466050 -26274
uBench  | BENCH: 2589637 63365
uBench  | BENCH: 2397581 -39052
uBench  | BENCH: 2590463 51413
uBench  | BENCH: 2469650 21065
uBench  | BENCH: 2467481 -11452
uBench  | BENCH: 2468394 -43056
uBench  | BENCH: 2589150 46096
uBench  | BENCH: 2469562 15660
uBench  | BENCH: 2467688 -16650
uBench  | BENCH: 2588412 71764
uBench  | BENCH: 2469488 41254
uBench  | BENCH: 2470437 11693
uBench  | BENCH: 2466119 -22186
uBench  | BENCH: 2589031 66847
uBench  | BENCH: 2470544 37393
uBench  | BENCH: 2469481 6876
uBench  | BENCH: 2466688 -26434
uBench  | BENCH: 2518637 -7795
uBench  | BENCH: 2468944 -38849
uBench  | BENCH: 2589106 50259
uBench  | BENCH: 2469638 19899
uBench  | BENCH: 2467612 -12487
uBench  | BENCH: 2468025 -44460
uBench  | BENCH: 2589594 45136
uBench  | BENCH: 2470388 15526
uBench  | BENCH: 2466737 -17735
uBench  | BENCH: 2588388 70655
uBench  | BENCH: 2470737 41394
uBench  | BENCH: 2469381 10777
uBench  | BENCH: 2465913 -23308
uBench  | BENCH: 2589931 66625
uBench  | BENCH: 2470456 37083
uBench  | BENCH: 2470050 7135
uBench  | BENCH: 2529769 36906
uBench  | BENCH: 2469669 6577
uBench  | BENCH: 2465350 -28071
uBench  | BENCH: 2588881 60812
uBench  | BENCH: 2470925 31739
uBench  | BENCH: 2469844 1585
uBench  | BENCH: 2465462 -32951
uBench  | BENCH: 2589925 56976
uBench  | BENCH: 2470225 27203
uBench  | BENCH: 2467238 -5557
uBench  | BENCH: 2468031 -37524
uBench  | BENCH: 2589825 52303
uBench  | BENCH: 2469663 21968
uBench  | BENCH: 2467987 -10043
uBench  | BENCH: 2468788 -41253
uBench  | BENCH: 2589562 48311
uBench  | BENCH: 2518081 66394
uBench  | BENCH: 2470307 36703
uBench  | BENCH: 2470512 7217
uBench  | BENCH: 2465313 -27468
uBench  | BENCH: 2591575 64109
uBench  | BENCH: 2469943 34054
uBench  | BENCH: 2470300 4356
uBench  | BENCH: 2467213 -28429
uBench  | BENCH: 2590194 61767
uBench  | BENCH: 2471443 33212
uBench  | BENCH: 2469719 2933
uBench  | BENCH: 2467869 -29196
uBench  | BENCH: 2590331 61137
uBench  | BENCH: 2471113 32252
uBench  | BENCH: 2469893 2147
uBench  | BENCH: 2465957 -31894
uBench  | BENCH: 2520500 -11392
uBench  | BENCH: 2469118 -42272
uBench  | BENCH: 2590219 47949
uBench  | BENCH: 2469700 17651
uBench  | BENCH: 2467544 -14803
uBench  | BENCH: 2586725 71924
uBench  | BENCH: 2470444 42370
uBench  | BENCH: 2469906 12278
uBench  | BENCH: 2466381 -21339
uBench  | BENCH: 2588713 67376
uBench  | BENCH: 2471262 38640
uBench  | BENCH: 2468938 7580
uBench  | BENCH: 2465456 -26962
uBench  | BENCH: 2590312 63352
uBench  | BENCH: 2469113 32467
uBench  | BENCH: 2470412 2881
uBench  | BENCH: 2518119 21002
uBench  | BENCH: 2468444 -10552
uBench  | BENCH: 2467937 -42613
uBench  | BENCH: 2589644 47033
uBench  | BENCH: 2469419 16454
uBench  | BENCH: 2468756 -14788
uBench  | BENCH: 2469206 -45580
uBench  | BENCH: 2590013 44435
uBench  | BENCH: 2817300 361737
uBench  | BENCH: 2123531 -14730
uBench  | BENCH: 2471556 -43172
uBench  | BENCH: 2559882 16712
uBench  | BENCH: 2467731 -15555
uBench  | BENCH: 2469481 -46072
uBench  | BENCH: 2590063 43993
uBench  | BENCH: 2468450 12445
uBench  | BENCH: 2518806 31253
uBench  | BENCH: 2471112 2367
uBench  | BENCH: 2465113 -32518
uBench  | BENCH: 2646237 113721
uBench  | BENCH: 2350207 -36070
uBench  | BENCH: 2591200 55132
uBench  | BENCH: 2469418 24552
uBench  | BENCH: 2468088 -7358
uBench  | BENCH: 2468694 -38662
uBench  | BENCH: 2674618 135958
uBench  | BENCH: 2352350 -11690
uBench  | BENCH: 2644413 132725
uBench  | BENCH: 2353462 -13811
uBench  | BENCH: 2559288 45479
uBench  | BENCH: 2555012 100493
uBench  | BENCH: 2556288 156783
uBench  | BENCH: 2490062 146847
uBench  | BENCH: 2354382 1231
uBench  | BENCH: 2467631 -31136
uBench  | BENCH: 2559844 28710
uBench  | BENCH: 2471137 -151
uBench  | BENCH: 2467406 -32743
uBench  | BENCH: 2675657 142916
uBench  | BENCH: 2353343 -3739
uBench  | BENCH: 2558300 54563
uBench  | BENCH: 2471569 26134
uBench  | BENCH: 2466188 -7676
uBench  | BENCH: 2469256 -38418
uBench  | BENCH: 2589512 51096
uBench  | BENCH: 2469863 20961
uBench  | BENCH: 2467475 -11562
uBench  | BENCH: 2468462 -43098
uBench  | BENCH: 2518275 -24821
uBench  | BENCH: 2589163 64344
uBench  | BENCH: 2818662 383008
uBench  | BENCH: 2472050 355060
uBench  | BENCH: 2119957 -24981
uBench  | BENCH: 2646493 121514
uBench  | BENCH: 2351400 -27084
uBench  | BENCH: 2590832 63750
uBench  | BENCH: 2470981 34733
uBench  | BENCH: 2470925 5660
uBench  | BENCH: 2465837 -28501
uBench  | BENCH: 2937932 409433
uBench  | BENCH: 2472925 382360
uBench  | BENCH: 2125893 8255
uBench  | BENCH: 2466269 -25474
uBench  | BENCH: 2560125 34653
uBench  | BENCH: 2520325 54980
uBench  | BENCH: 2470300 25282
uBench  | BENCH: 2466531 -8185
uBench  | BENCH: 2468488 -39695
uBench  | BENCH: 2590100 50407
uBench  | BENCH: 2470000 20409
uBench  | BENCH: 2467106 -12483
uBench  | BENCH: 2468888 -43593
uBench  | BENCH: 2590356 46765
uBench  | BENCH: 2470456 17223
uBench  | BENCH: 2468463 -14312
uBench  | BENCH: 2905575 391265
uBench  | BENCH: 2472481 363748
uBench  | BENCH: 2123350 -12900
uBench  | BENCH: 2469244 -43654
uBench  | BENCH: 2590712 47060
uBench  | BENCH: 2520163 67225
uBench  | BENCH: 2470706 37933
uBench  | BENCH: 2469369 7304
uBench  | BENCH: 2466931 -25763
uBench  | BENCH: 2590525 64764
uBench  | BENCH: 2471281 36047
uBench  | BENCH: 2469950 5999
uBench  | BENCH: 2466363 -27636
uBench  | BENCH: 2590706 63072
uBench  | BENCH: 2471319 34393
uBench  | BENCH: 2555475 89870
uBench  | BENCH: 2817975 407847
uBench  | BENCH: 2472168 380017
uBench  | BENCH: 2125557 5576
uBench  | BENCH: 2466093 -28329
uBench  | BENCH: 2590457 62130
uBench  | BENCH: 2409975 -27893
uBench  | BENCH: 2590112 62221
uBench  | BENCH: 2471581 33804
uBench  | BENCH: 2470732 4538
uBench  | BENCH: 2466431 -29029
uBench  | BENCH: 2590925 61898
uBench  | BENCH: 2469731 31631
uBench  | BENCH: 2470975 2608
uBench  | BENCH: 2466038 -31352
uBench  | BENCH: 2589168 57818
uBench  | BENCH: 2469694 27514
uBench  | BENCH: 2470388 -2096
uBench  | BENCH: 2466093 -36001
uBench  | BENCH: 2589963 53964
uBench  | BENCH: 2469787 23753
uBench  | BENCH: 2468038 -8207
uBench  | BENCH: 2605975 97770
uBench  | BENCH: 2556281 154053
uBench  | BENCH: 2354463 8518
uBench  | BENCH: 2467143 -24337
uBench  | BENCH: 2589844 65509
uBench  | BENCH: 2469738 35249
uBench  | BENCH: 2469043 4294
uBench  | BENCH: 2466288 -29416
uBench  | BENCH: 2590119 60705
uBench  | BENCH: 2469056 29763
uBench  | BENCH: 2470206 -29
uBench  | BENCH: 2466244 -33783
uBench  | BENCH: 2589700 55919
uBench  | BENCH: 2470237 26158
uBench  | BENCH: 2467900 -5940
uBench  | BENCH: 2645675 139737
uBench  | BENCH: 2404238 43977
uBench  | BENCH: 2470644 14623
uBench  | BENCH: 2467893 -17482
uBench  | BENCH: 2589957 72477
uBench  | BENCH: 2470075 42554
uBench  | BENCH: 2469550 12106
uBench  | BENCH: 2465031 -22861
uBench  | BENCH: 2589887 67028
uBench  | BENCH: 2470900 37930
uBench  | BENCH: 2469057 6989
uBench  | BENCH: 2465868 -27141
uBench  | BENCH: 2590782 63643
uBench  | BENCH: 2471718 35363
uBench  | BENCH: 2470238 5603
uBench  | BENCH: 2465481 -28914
uBench  | BENCH: 2590225 61313
uBench  | BENCH: 2399288 -39397
uBench  | BENCH: 2589868 50473
uBench  | BENCH: 2469425 19900
uBench  | BENCH: 2467050 -13048
uBench  | BENCH: 2468432 -44614
uBench  | BENCH: 2589718 45106
uBench  | BENCH: 2469400 14508
uBench  | BENCH: 2468563 -16927
uBench  | BENCH: 2588200 71275
uBench  | BENCH: 2470337 41614
uBench  | BENCH: 2468607 10223
uBench  | BENCH: 2467068 -22707
uBench  | BENCH: 2588725 66020
uBench  | BENCH: 2470882 36904
uBench  | BENCH: 2816543 353449
uBench  | BENCH: 2121632 -24917
uBench  | BENCH: 2524456 -459
uBench  | BENCH: 2466062 -34395
uBench  | BENCH: 2646188 111795
uBench  | BENCH: 2350650 -37553
uBench  | BENCH: 2589731 52180
uBench  | BENCH: 2469288 21470
uBench  | BENCH: 2467793 -10735
uBench  | BENCH: 2468307 -42426
uBench  | BENCH: 2589056 46632
uBench  | BENCH: 2469975 16609
uBench  | BENCH: 2467350 -16039
uBench  | BENCH: 2588031 71994
uBench  | BENCH: 2470469 42465
uBench  | BENCH: 2470231 12698
uBench  | BENCH: 2465550 -21750
uBench  | BENCH: 2589206 67458
uBench  | BENCH: 2399894 -32646
uBench  | BENCH: 2589488 56844
uBench  | BENCH: 2470012 26858
uBench  | BENCH: 2467388 -5752
uBench  | BENCH: 2468050 -37700
uBench  | BENCH: 2590437 52739
uBench  | BENCH: 2468656 21397
uBench  | BENCH: 2468075 -10526
uBench  | BENCH: 2468157 -42367
uBench  | BENCH: 2589475 47110
uBench  | BENCH: 2469093 16205
uBench  | BENCH: 2468544 -15249
uBench  | BENCH: 2587800 72553
uBench  | BENCH: 2470963 43518
uBench  | BENCH: 2468943 12463
uBench  | BENCH: 2466144 -21391
uBench  | BENCH: 2524256 2867
uBench  | BENCH: 2465994 -31137
uBench  | BENCH: 2589000 57865
uBench  | BENCH: 2470494 28361
uBench  | BENCH: 2466444 -5193
uBench  | BENCH: 2469843 -35348
uBench  | BENCH: 2589325 53979
uBench  | BENCH: 2469850 23831
uBench  | BENCH: 2467350 -8817
uBench  | BENCH: 2468494 -40321
uBench  | BENCH: 2589769 49450
uBench  | BENCH: 2470294 19746
uBench  | BENCH: 2466806 -13446
uBench  | BENCH: 2468619 -44825
uBench  | BENCH: 2589956 45133
uBench  | BENCH: 2469512 14647
uBench  | BENCH: 2518350 32999
uBench  | BENCH: 2469632 2633
uBench  | BENCH: 2466150 -31215
uBench  | BENCH: 2589162 57949
uBench  | BENCH: 2469569 27520
uBench  | BENCH: 2468556 -3922
uBench  | BENCH: 2467431 -36489
uBench  | BENCH: 2589913 53426
uBench  | BENCH: 2469925 23353
uBench  | BENCH: 2467206 -9439
uBench  | BENCH: 2468400 -41037
uBench  | BENCH: 2589300 48265
uBench  | BENCH: 2470031 18298
uBench  | BENCH: 2467688 -14012
uBench  | BENCH: 2468800 -45210
uBench  | BENCH: 2590037 44829
uBench  | BENCH: 2519525 64356
uBench  | BENCH: 2469850 34208
uBench  | BENCH: 2469107 3317
uBench  | BENCH: 2466581 -30100
uBench  | BENCH: 2589506 59408
uBench  | BENCH: 2469975 29385
uBench  | BENCH: 2470131 -482
uBench  | BENCH: 2465382 -35098
uBench  | BENCH: 2589631 54535
uBench  | BENCH: 2470025 24562
uBench  | BENCH: 2468037 -7399
uBench  | BENCH: 2467513 -39884
uBench  | BENCH: 2591500 51618
uBench  | BENCH: 2470419 22039
uBench  | BENCH: 2468187 -9772
uBench  | BENCH: 2469588 -40182
uBench  | BENCH: 2528062 -12118
uBench  | BENCH: 2471769 -40347
uBench  | BENCH: 2589706 49361
uBench  | BENCH: 2468863 18226
uBench  | BENCH: 2467250 -14522
uBench  | BENCH: 2468693 -45827
uBench  | BENCH: 2590082 44257
uBench  | BENCH: 2469643 13902
uBench  | BENCH: 2465769 -20327
uBench  | BENCH: 2588913 68588
uBench  | BENCH: 2470643 39233
uBench  | BENCH: 2469875 9110
uBench  | BENCH: 2464907 -25981
uBench  | BENCH: 2590268 64289
uBench  | BENCH: 2470088 34379
uBench  | BENCH: 2470194 4575
uBench  | BENCH: 2518962 23539
uBench  | BENCH: 2467550 -8909
uBench  | BENCH: 2468306 -40601
uBench  | BENCH: 2589894 49295
uBench  | BENCH: 2469631 18928
uBench  | BENCH: 2467788 -13282
uBench  | BENCH: 2467200 -46080
uBench  | BENCH: 2645512 99434
uBench  | BENCH: 2471132 70568
uBench  | BENCH: 2469725 40295
uBench  | BENCH: 2468781 9078
uBench  | BENCH: 2466656 -24264
uBench  | BENCH: 2589531 65269
uBench  | BENCH: 2469907 35178
uBench  | BENCH: 2469375 4555
uBench  | BENCH: 2466681 -28762
uBench  | BENCH: 2520887 -7873
uBench  | BENCH: 2468488 -39383
uBench  | BENCH: 2589056 49675
uBench  | BENCH: 2554431 104108
uBench  | BENCH: 2352625 -43265
uBench  | BENCH: 2559969 16706
uBench  | BENCH: 2468619 -14673
uBench  | BENCH: 2468981 -45690
uBench  | BENCH: 2591925 46237
uBench  | BENCH: 2469188 15427
uBench  | BENCH: 2467731 -16840
uBench  | BENCH: 2588469 71631
uBench  | BENCH: 2470037 41670
uBench  | BENCH: 2470200 11872
uBench  | BENCH: 2465544 -22582
uBench  | BENCH: 2589562 66982
uBench  | BENCH: 2400007 -33009
uBench  | BENCH: 2589268 56261
uBench  | BENCH: 2470500 26763
uBench  | BENCH: 2467338 -5897
uBench  | BENCH: 2468012 -37883
uBench  | BENCH: 2589894 52013
uBench  | BENCH: 2469300 21315
uBench  | BENCH: 2468519 -10164
uBench  | BENCH: 2467994 -42168
uBench  | BENCH: 2589543 47377
uBench  | BENCH: 2469313 16692
uBench  | BENCH: 2468269 -15037
uBench  | BENCH: 2588043 73008
uBench  | BENCH: 2469919 42929
uBench  | BENCH: 2469719 12650
uBench  | BENCH: 2466137 -21211
uBench  | BENCH: 2522863 1654
uBench  | BENCH: 2466475 -31869
uBench  | BENCH: 2589350 57483
uBench  | BENCH: 2469856 27341
uBench  | BENCH: 2466206 -6451
uBench  | BENCH: 2468963 -37486
uBench  | BENCH: 2590306 52822
uBench  | BENCH: 2469594 22418
uBench  | BENCH: 2467331 -10249
uBench  | BENCH: 2467850 -42397
uBench  | BENCH: 2589788 47393
uBench  | BENCH: 2470156 17551
uBench  | BENCH: 2466925 -15522
uBench  | BENCH: 2587981 72461
uBench  | BENCH: 2470244 42707
uBench  | BENCH: 2470444 13153
uBench  | BENCH: 2517868 31023
uBench  | BENCH: 2470632 1657
uBench  | BENCH: 2466387 -31954
uBench  | BENCH: 2589388 57436
uBench  | BENCH: 2469406 26844
uBench  | BENCH: 2468106 -5048
uBench  | BENCH: 2468125 -36921
uBench  | BENCH: 2589456 52537
uBench  | BENCH: 2469138 21677
uBench  | BENCH: 2468531 -9790
uBench  | BENCH: 2467306 -42482
uBench  | BENCH: 2590138 47658
uBench  | BENCH: 2469856 17516
uBench  | BENCH: 2467756 -14726
uBench  | BENCH: 2588425 73701
uBench  | BENCH: 2469413 43116
uBench  | BENCH: 2518944 62062
uBench  | BENCH: 2469750 31814
uBench  | BENCH: 2470000 1816
uBench  | BENCH: 2466093 -32089
uBench  | BENCH: 2588900 56813
uBench  | BENCH: 2555750 112565
uBench  | BENCH: 2351525 -35908
uBench  | BENCH: 2560325 24419
uBench  | BENCH: 2468882 -6697
uBench  | BENCH: 2469700 -36995
uBench  | BENCH: 2590737 53744
uBench  | BENCH: 2470900 24646
uBench  | BENCH: 2467013 -8339
uBench  | BENCH: 2469537 -38800
uBench  | BENCH: 2590969 52171
uBench  | BENCH: 2470944 23117
uBench  | BENCH: 2519762 42881
uBench  | BENCH: 2469544 12427
uBench  | BENCH: 2464912 -22659
uBench  | BENCH: 2590169 67512
uBench  | BENCH: 2470394 37908
uBench  | BENCH: 2469562 7472
uBench  | BENCH: 2466082 -26444
uBench  | BENCH: 2589225 62783
uBench  | BENCH: 2470081 32866
uBench  | BENCH: 2469694 2562
uBench  | BENCH: 2465956 -31480
uBench  | BENCH: 2589675 58197
uBench  | BENCH: 2469856 28055
uBench  | BENCH: 2468413 -3530
uBench  | BENCH: 2467525 -36003
uBench  | BENCH: 2589637 53636
uBench  | BENCH: 2518275 71913
uBench  | BENCH: 2470175 42090
uBench  | BENCH: 2469744 11836
uBench  | BENCH: 2466050 -22112
uBench  | BENCH: 2589575 67465
uBench  | BENCH: 2469900 37367
uBench  | BENCH: 2470519 7888
uBench  | BENCH: 2467212 -24898
uBench  | BENCH: 2590700 65804
uBench  | BENCH: 2469700 35506
uBench  | BENCH: 2471500 7008
uBench  | BENCH: 2466119 -26871
uBench  | BENCH: 2676525 149656
uBench  | BENCH: 2701569 351227
uBench  | BENCH: 2121700 -27071
uBench  | BENCH: 2591725 64656
uBench  | BENCH: 2399062 -36280
uBench  | BENCH: 2589963 53685
uBench  | BENCH: 2469675 23362
uBench  | BENCH: 2467350 -9286
uBench  | BENCH: 2469000 -40284
uBench  | BENCH: 2644568 104286
uBench  | BENCH: 2350957 -44755
uBench  | BENCH: 2676256 131503
uBench  | BENCH: 2352550 -15945
uBench  | BENCH: 2557844 41901
uBench  | BENCH: 2468937 10840
uBench  | BENCH: 2467788 -21370
uBench  | BENCH: 2589950 68582
uBench  | BENCH: 2469462 38046
uBench  | BENCH: 2469656 7704
uBench  | BENCH: 2467288 -25006
uBench  | BENCH: 2524012 -992
uBench  | BENCH: 2467332 -33658
uBench  | BENCH: 2589975 56319
uBench  | BENCH: 2469143 25464
uBench  | BENCH: 2467169 -7365
uBench  | BENCH: 2469494 -37869
uBench  | BENCH: 2588919 51052
uBench  | BENCH: 2554881 105935
uBench  | BENCH: 2352881 -41182
uBench  | BENCH: 2560413 19233
uBench  | BENCH: 2467943 -12822
uBench  | BENCH: 2469900 -42920
uBench  | BENCH: 2589919 47001
uBench  | BENCH: 2470331 17334
uBench  | BENCH: 2466607 -16057
uBench  | BENCH: 2588806 72751
uBench  | BENCH: 2398569 -28678
uBench  | BENCH: 2589943 61267
uBench  | BENCH: 2469888 31157
uBench  | BENCH: 2555494 86653
uBench  | BENCH: 2554937 141592
uBench  | BENCH: 2352788 -5618
uBench  | BENCH: 2469662 -35954
uBench  | BENCH: 2645288 109336
uBench  | BENCH: 2352612 -38050
uBench  | BENCH: 2675556 137508
uBench  | BENCH: 2352894 -9596
uBench  | BENCH: 2558638 49044
